,category,subcategory,skill
2850,Information Technology Category,Virtualization and Virtual Machines,Hypervisor
2851,Information Technology Category,Virtualization and Virtual Machines,Hyper-V
2852,Information Technology Category,Virtualization and Virtual Machines,Containerization
2853,Information Technology Category,Virtualization and Virtual Machines,Virtualization
2854,Information Technology Category,Virtualization and Virtual Machines,Windows Virtual PC
2855,Information Technology Category,Web Content,Wikimedia
2856,Information Technology Category,Web Content,Web Content Accessibility Guidelines
2857,Information Technology Category,Web Content,Web Resource
2858,Information Technology Category,Web Content,Dynamic Content
2859,Information Technology Category,Web Design and Development,Browser Compatibility
2860,Information Technology Category,Web Design and Development,Intuitive Navigation
2861,Information Technology Category,Web Design and Development,Mean Stack
2862,Information Technology Category,Web Design and Development,Flexbox
2863,Information Technology Category,Web Design and Development,Web Accessibility
2864,Information Technology Category,Web Design and Development,Ruby On Rails
2865,Information Technology Category,Web Design and Development,ASP.NET
2866,Information Technology Category,Web Design and Development,Digital Prototyping
2867,Information Technology Category,Web Design and Development,Web Standards
2868,Information Technology Category,Web Design and Development,Cascading Style Sheets (CSS)
2869,Information Technology Category,Web Design and Development,Web Application Development
2870,Information Technology Category,Web Design and Development,Bootstrap (Front-End Framework)
2871,Information Technology Category,Web Design and Development,HTML5
2872,Information Technology Category,Web Design and Development,Web Development
2873,Information Technology Category,Web Design and Development,Web 2.0
2874,Information Technology Category,Web Design and Development,Progressive Web Apps
2875,Information Technology Category,Web Design and Development,Web Design
2876,Information Technology Category,Web Design and Development,Web Frameworks
2877,Information Technology Category,Web Design and Development,Web Pages
2878,Information Technology Category,Web Design and Development,Flask (Web Framework)
2879,Information Technology Category,Web Design and Development,Web Accessibility Testing
2880,Information Technology Category,Web Design and Development,Web Accessibility Initiative
2881,Information Technology Category,Web Design and Development,Django (Web Framework)
2882,Information Technology Category,Web Design and Development,HyperText Markup Language (HTML)
2883,Information Technology Category,Web Design and Development,Web Application Frameworks
2884,Information Technology Category,Web Design and Development,Character Encodings In HTML
2885,Information Technology Category,Web Design and Development,Drag And Drop
2886,Information Technology Category,Web Design and Development,Web Engineering
2887,Information Technology Category,Web Design and Development,Web Applications
2888,Information Technology Category,Web Design and Development,Responsive Web Design
2889,Information Technology Category,Web Design and Development,Single Page Application
2890,Information Technology Category,Web Design and Development,HTML Components
2891,Information Technology Category,Web Services Subcategory,Internet Services
2892,Information Technology Category,Web Services Subcategory,Online Service Provider
2893,Information Technology Category,Web Services Subcategory,Web Platforms
2894,Information Technology Category,Web Services Subcategory,Web Tools
2895,Information Technology Category,Web Services Subcategory,Internet Hosting Service
2896,Information Technology Category,Web Services Subcategory,Amazon Simple Queue Services
2897,Information Technology Category,Web Services Subcategory,Web Services
2898,Information Technology Category,Web Services Subcategory,Amazon Web Services
2899,Information Technology Category,Web Services Subcategory,Amazon Elasticsearch Service
2900,Information Technology Category,iOS Stack,App Store (IOS)
2901,Information Technology Category,iOS Stack,Apple Xcode
2902,Information Technology Category,iOS Stack,Apple IOS
2903,Information Technology Category,iOS Stack,Objective-C (Programming Language)
2904,Language,Language Competency,Foreign Language
2905,Language,Language Competency,American Sign Language (ASL)
2906,Language,Language Competency,Catalan (Language)
2907,Language,Language Competency,Italian Language
2908,Language,Language Competency,Russian Language
2909,Language,Language Competency,German Language
2910,Language,Language Competency,English Language
2911,Language,Language Competency,Armenian Language
2912,Language,Language Competency,Arabic Language
2913,Language,Language Competency,Literacy
2914,Language,Language Competency,Spanish Language
2915,Language,Language Competency,Urdu Language
2916,Language,Language Competency,Turkish Language
2917,Language,Language Competency,Ukrainian Language
2918,Language,Language Competency,Vietnamese Language
2919,Language,Language Competency,Sign Languages
2920,Language,Language Competency,Portuguese Language
2921,Language,Language Competency,Ancient Greek
2922,Language,Language Competency,Farsi Language
2923,Language,Language Competency,Tibetan (Language)
2924,Language,Language Competency,Multilingualism
2925,Language,Language Competency,Bilingual (Spanish/English)
2926,Language,Language Competency,Korean Language
2927,Language,Language Competency,Hebrew Language
2928,Language,Language Competency,Hindi Language
2929,Language,Language Competency,French Language
2930,Language,Language Competency,Pashto Language
2931,Language,Language Competency,Reading Comprehension
2932,Language,Language Competency,Latin
2933,Language,Language Competency,Mandarin Chinese
2934,Language,Language Competency,Japanese Language
2935,Language,Language Interpretation and Translation,Language Interpretation
2936,Language,Language Interpretation and Translation,Language Translation
2937,Language,Language Interpretation and Translation,Computer-Assisted Translation
2938,Language,Language Study,Phonetics
2939,Language,Language Study,Syntax
2940,Language,Language Study,Discourse Analysis
2941,Language,Language Study,Formal Language
2942,Language,Language Study,Linguistics
2943,Language,Language Study,Semantics
2944,Language,Language Study,Idioms
2945,Language,Language Study,Phonological Awareness
2946,Language,Language Study,Lexicons
2947,Language,Language Teaching,Language Education
2948,Language,Language Teaching,Test Of English As A Foreign Language (TOEFL)
2949,Language,Language Teaching,Teaching English As A Second Language
2950,"Law, Regulation, and Compliance",Criminal Investigation and Forensics,Evidence Collection
2951,"Law, Regulation, and Compliance",Criminal Investigation and Forensics,Forensic Sciences
2952,"Law, Regulation, and Compliance",Labor Compliance,Labor Law
2953,"Law, Regulation, and Compliance",Law Enforcement and Criminal Justice,Criminal Law
2954,"Law, Regulation, and Compliance",Law Enforcement and Criminal Justice,Law Enforcement
2955,"Law, Regulation, and Compliance",Law Enforcement and Criminal Justice,Interrogations
2956,"Law, Regulation, and Compliance",Law Enforcement and Criminal Justice,Criminal Justice
2957,"Law, Regulation, and Compliance",Legal Proceedings,Appeals
2958,"Law, Regulation, and Compliance",Legal Proceedings,Case Law
2959,"Law, Regulation, and Compliance",Legal Proceedings,Procedural Justice
2960,"Law, Regulation, and Compliance",Legal Proceedings,Judiciary
2961,"Law, Regulation, and Compliance",Legal Proceedings,Judicial Opinion
2962,"Law, Regulation, and Compliance",Legal Support,Electronic Discovery
2963,"Law, Regulation, and Compliance",Litigation and Civil Justice,Copyright Laws
2964,"Law, Regulation, and Compliance",Litigation and Civil Justice,Lawsuits
2965,"Law, Regulation, and Compliance",Litigation and Civil Justice,Civil Law
2966,"Law, Regulation, and Compliance",Litigation and Civil Justice,Family Law
2967,"Law, Regulation, and Compliance",Litigation and Civil Justice,Arbitration
2968,"Law, Regulation, and Compliance",Litigation and Civil Justice,Dispute Resolution
2969,"Law, Regulation, and Compliance",Litigation and Civil Justice,Mediation
2970,"Law, Regulation, and Compliance",Litigation and Civil Justice,Settlement
2971,"Law, Regulation, and Compliance",Litigation and Civil Justice,Conflict Resolution
2972,"Law, Regulation, and Compliance",Occupational Health and Safety,Ergonomics
2973,"Law, Regulation, and Compliance",Occupational Health and Safety,Cleanliness
2974,"Law, Regulation, and Compliance",Occupational Health and Safety,Personal Protective Equipment
2975,"Law, Regulation, and Compliance",Occupational Health and Safety,Hazard Categorization
2976,"Law, Regulation, and Compliance",Occupational Health and Safety,Environment Health And Safety
2977,"Law, Regulation, and Compliance",Occupational Health and Safety,Material Safety Data Sheet
2978,"Law, Regulation, and Compliance",Occupational Health and Safety,Safety Culture
2979,"Law, Regulation, and Compliance",Occupational Health and Safety,Occupational Safety And Health
2980,"Law, Regulation, and Compliance",Occupational Health and Safety,Sanitation
2981,"Law, Regulation, and Compliance",Occupational Health and Safety,Injury Prevention
2982,"Law, Regulation, and Compliance",Occupational Health and Safety,Visual Workplaces
2983,"Law, Regulation, and Compliance",Occupational Health and Safety,Safety Standards
2984,"Law, Regulation, and Compliance",Property Law,Land Tenure
2985,"Law, Regulation, and Compliance",Property Law,Land Administration
2986,"Law, Regulation, and Compliance",Property Law,Private Property
2987,"Law, Regulation, and Compliance",Property Law,Property Rights
2988,"Law, Regulation, and Compliance",Property Law,Easement
2989,"Law, Regulation, and Compliance",Property Law,Trade Secrets
2990,"Law, Regulation, and Compliance",Property Law,Intellectual Property Laws
2991,"Law, Regulation, and Compliance",Property Law,Fair Use
2992,"Law, Regulation, and Compliance",Property Law,Property Laws
2993,"Law, Regulation, and Compliance",Property Law,Trademarks
2994,"Law, Regulation, and Compliance",Property Law,Patents
2995,"Law, Regulation, and Compliance",Property Law,Trademark Law
2996,"Law, Regulation, and Compliance",Property Law,Intellectual Property
2997,"Law, Regulation, and Compliance",Quality Assurance and Control,Testbed
2998,"Law, Regulation, and Compliance",Quality Assurance and Control,Error Detection And Correction
2999,"Law, Regulation, and Compliance",Quality Assurance and Control,Safety Assurance
3000,"Law, Regulation, and Compliance",Quality Assurance and Control,Quality Management
3001,"Law, Regulation, and Compliance",Quality Assurance and Control,Fault Tolerance
3002,"Law, Regulation, and Compliance",Quality Assurance and Control,Quality Assurance
3003,"Law, Regulation, and Compliance",Quality Assurance and Control,Failure Causes
3004,"Law, Regulation, and Compliance",Quality Assurance and Control,Quality Control
3005,"Law, Regulation, and Compliance",Quality Assurance and Control,Product Quality (QA/QC)
3006,"Law, Regulation, and Compliance",Quality Assurance and Control,Corrective And Preventive Action (CAPA)
3007,"Law, Regulation, and Compliance",Quality Assurance and Control,Performance Analysis
3008,"Law, Regulation, and Compliance",Regulation and Legal Compliance,Technical Standard
3009,"Law, Regulation, and Compliance",Regulation and Legal Compliance,Legal Knowledge
3010,"Law, Regulation, and Compliance",Regulation and Legal Compliance,Contract Law
3011,"Law, Regulation, and Compliance",Regulation and Legal Compliance,Consumer Protection
3012,"Law, Regulation, and Compliance",Regulation and Legal Compliance,Entertainment Law
3013,"Law, Regulation, and Compliance",Regulation and Legal Compliance,Judicial Review
3014,"Law, Regulation, and Compliance",Regulation and Legal Compliance,Administrative Law
3015,"Law, Regulation, and Compliance",Regulation and Legal Compliance,Traffic Regulations
3016,"Law, Regulation, and Compliance",Regulation and Legal Compliance,International Standards
3017,"Law, Regulation, and Compliance",Regulation and Legal Compliance,Eminent Domain
3018,"Law, Regulation, and Compliance",Regulation and Legal Compliance,Municipal Law
3019,"Law, Regulation, and Compliance",Regulation and Legal Compliance,Office Of Foreign Assets Controls
3020,"Law, Regulation, and Compliance",Regulation and Legal Compliance,Continuing Legal Education
3021,"Law, Regulation, and Compliance",Regulation and Legal Compliance,Legislation
3022,"Law, Regulation, and Compliance",Regulation and Legal Compliance,Administrative Agencies
3023,"Law, Regulation, and Compliance",Regulation and Legal Compliance,Court Systems
3024,"Law, Regulation, and Compliance",Regulation and Legal Compliance,Legal Systems
3025,"Law, Regulation, and Compliance",Regulation and Legal Compliance,Privacy Law
3026,"Law, Regulation, and Compliance",Regulation and Legal Compliance,Corporate Laws
3027,"Law, Regulation, and Compliance",Regulation and Legal Compliance,International Laws
3028,"Law, Regulation, and Compliance",Regulation and Legal Compliance,Corporate Governance
3029,"Law, Regulation, and Compliance",Regulation and Legal Compliance,Constitutional Law
3030,"Law, Regulation, and Compliance",Regulation and Legal Compliance,Corporate Social Responsibility
3031,"Law, Regulation, and Compliance",Regulation and Legal Compliance,Admiralty Law
3032,"Law, Regulation, and Compliance",Regulation and Legal Compliance,Health Laws
3033,"Law, Regulation, and Compliance",Regulation and Legal Compliance,Federal Aviation Administration
3034,"Law, Regulation, and Compliance",Regulation and Legal Compliance,Compliance Management
3035,"Law, Regulation, and Compliance",Regulation and Legal Compliance,Deterrence
3036,"Law, Regulation, and Compliance",Regulation and Legal Compliance,Consumer Privacy
3037,"Law, Regulation, and Compliance",Regulation and Legal Compliance,Regulatory Compliance
3038,"Law, Regulation, and Compliance",Regulation and Legal Compliance,Tort Law
3039,"Law, Regulation, and Compliance",Regulation and Legal Compliance,Construction Law
3040,"Maintenance, Repair, and Facility Services",Basic Electrical Systems,Relays
3041,"Maintenance, Repair, and Facility Services",Basic Electrical Systems,Transformers (Electrical)
3042,"Maintenance, Repair, and Facility Services",Basic Electrical Systems,Circuit Switches
3043,"Maintenance, Repair, and Facility Services",Basic Electrical Systems,Electricity
3044,"Maintenance, Repair, and Facility Services",Basic Electrical Systems,Electrical Systems
3045,"Maintenance, Repair, and Facility Services",Basic Electrical Systems,Electrical Networks
3046,"Maintenance, Repair, and Facility Services",Basic Electrical Systems,Semiconductors
3047,"Maintenance, Repair, and Facility Services",Equipment Repair and Maintenance,Predictive Maintenance
3048,"Maintenance, Repair, and Facility Services",Facility Management and Maintenance,Maintenance/Operations And Transportation
3049,"Maintenance, Repair, and Facility Services",Facility Management and Maintenance,Facility Management
3050,"Maintenance, Repair, and Facility Services",General Repairs and Maintenance,Compressed Air
3051,"Maintenance, Repair, and Facility Services",General Repairs and Maintenance,Calibration
3052,"Maintenance, Repair, and Facility Services",General Repairs and Maintenance,Door Hinges
3053,"Maintenance, Repair, and Facility Services",HVAC Subcategory,Environmental Control
3054,"Maintenance, Repair, and Facility Services",HVAC Subcategory,Electric Heating
3055,"Maintenance, Repair, and Facility Services",HVAC Subcategory,Absorption Refrigeration
3056,"Maintenance, Repair, and Facility Services",HVAC Subcategory,Ventilation
3057,"Maintenance, Repair, and Facility Services",HVAC Subcategory,Ammonia
3058,"Maintenance, Repair, and Facility Services",HVAC Subcategory,Cooling Systems
3059,"Maintenance, Repair, and Facility Services",HVAC Subcategory,Heating Systems
3060,"Maintenance, Repair, and Facility Services",HVAC Subcategory,Air Handler
3061,"Maintenance, Repair, and Facility Services",HVAC Subcategory,Heat Pump And Refrigeration Cycle
3062,"Maintenance, Repair, and Facility Services",HVAC Subcategory,Boilers
3063,"Maintenance, Repair, and Facility Services",HVAC Subcategory,Thermostat
3064,"Maintenance, Repair, and Facility Services",HVAC Subcategory,HVAC
3065,"Maintenance, Repair, and Facility Services",Hand Tools,Cutters
3066,"Maintenance, Repair, and Facility Services",Plumbing,Pumps
3067,"Maintenance, Repair, and Facility Services",Plumbing,Drainage Systems
3068,"Maintenance, Repair, and Facility Services",Plumbing,Pipe (Fluid Conveyance)
3069,"Maintenance, Repair, and Facility Services",Power Tools,Sander (Metalworking Tools)
3070,"Maintenance, Repair, and Facility Services",Power Tools,Abrasive Blasting
3071,"Maintenance, Repair, and Facility Services",Vehicle Repair and Maintenance,Batteries
3072,"Maintenance, Repair, and Facility Services",Vehicle Repair and Maintenance,Suspension (Vehicle)
3073,"Maintenance, Repair, and Facility Services",Vehicle Repair and Maintenance,Automotive Industry
3074,"Maintenance, Repair, and Facility Services",Vehicle Repair and Maintenance,Aircraft Maintenance
3075,"Maintenance, Repair, and Facility Services",Vehicle Repair and Maintenance,Petrol Engines
3076,"Maintenance, Repair, and Facility Services",Vehicle Repair and Maintenance,Engine Tuning
3077,"Maintenance, Repair, and Facility Services",Vehicle Repair and Maintenance,Diagnostic Tools
3078,"Maintenance, Repair, and Facility Services",Vehicle Repair and Maintenance,Diesel Engines
3079,Manufacturing and Production,Computer-Aided Manufacturing Subcategory,Computer-Aided Technologies
3080,Manufacturing and Production,Computer-Aided Manufacturing Subcategory,Computer-Aided Manufacturing
3081,Manufacturing and Production,Computer-Aided Manufacturing Subcategory,Industry 4.0
3082,Manufacturing and Production,Computer-Aided Manufacturing Subcategory,ESPRIT AutoCAD
3083,Manufacturing and Production,Computer-Aided Manufacturing Subcategory,Numerical Controls
3084,Manufacturing and Production,Computer-Aided Manufacturing Subcategory,Computer Numerical Control (CNC)
3085,Manufacturing and Production,Food Science and Processing,Food Science
3086,Manufacturing and Production,Food Science and Processing,Dairy Manufacturing
3087,Manufacturing and Production,Food Science and Processing,Food Manufacturing
3088,Manufacturing and Production,Food Science and Processing,Food Chemistry
3089,Manufacturing and Production,Lean Manufacturing Subcategory,Six Sigma Methodology
3090,Manufacturing and Production,Lean Manufacturing Subcategory,Lean Manufacturing
3091,Manufacturing and Production,Lean Manufacturing Subcategory,Kanban Principles
3092,Manufacturing and Production,Lean Manufacturing Subcategory,Cycle Time Variation
3093,Manufacturing and Production,Lean Manufacturing Subcategory,Define Measure Analyze Improve And Control (DMAIC)
3094,Manufacturing and Production,Lean Manufacturing Subcategory,Six Sigma Green Belt Certification
3095,Manufacturing and Production,Lean Manufacturing Subcategory,Value Stream Mapping
3096,Manufacturing and Production,Lean Manufacturing Subcategory,Production Leveling
3097,Manufacturing and Production,Lean Manufacturing Subcategory,Lean Six Sigma
3098,Manufacturing and Production,Machine Tools,Lathes
3099,Manufacturing and Production,Machine Tools,Shaper
3100,Manufacturing and Production,Machine Tools,Mills
3101,Manufacturing and Production,Machine Tools,Kilns
3102,Manufacturing and Production,Machinery,Tooling
3103,Manufacturing and Production,Machinery,Electrical Machines
3104,Manufacturing and Production,Machinery,Sharpening
3105,Manufacturing and Production,Machinery,Mechanical Systems
3106,Manufacturing and Production,Machinery,Coupling
3107,Manufacturing and Production,Machinery,Electric Motors
3108,Manufacturing and Production,Manufacturing Design,Industrial Production
3109,Manufacturing and Production,Manufacturing Design,Flexible Manufacturing Systems
3110,Manufacturing and Production,Manufacturing Design,Advanced Manufacturing
3111,Manufacturing and Production,Manufacturing Design,Smart Manufacturing
3112,Manufacturing and Production,Manufacturing Processes Subcategory,Grinding
3113,Manufacturing and Production,Manufacturing Processes Subcategory,Additive Manufacturing (3D Printing)
3114,Manufacturing and Production,Manufacturing Processes Subcategory,Molding (Manufacturing Process)
3115,Manufacturing and Production,Manufacturing Processes Subcategory,Lamination
3116,Manufacturing and Production,Manufacturing Processes Subcategory,Metal Fabrication
3117,Manufacturing and Production,Manufacturing Processes Subcategory,Space Manufacturing
3118,Manufacturing and Production,Manufacturing Processes Subcategory,Industrial Processes
3119,Manufacturing and Production,Manufacturing Processes Subcategory,Machining
3120,Manufacturing and Production,Manufacturing Processes Subcategory,Injection Molding
3121,Manufacturing and Production,Manufacturing Processes Subcategory,Fermentation
3122,Manufacturing and Production,Manufacturing Processes Subcategory,Manufacturing Processes
3123,Manufacturing and Production,Manufacturing Standards,Capability Maturity Model
3124,Manufacturing and Production,Metal Fabrication Subcategory,Shear (Sheet Metal)
3125,Manufacturing and Production,Metal Fabrication Subcategory,Metal Bending
3126,Manufacturing and Production,Metal Fabrication Subcategory,Metal Heat Treatments
3127,Manufacturing and Production,Metal Fabrication Subcategory,Sheet Metal
3128,Manufacturing and Production,Micro Manufacturing,Nanofabrication
3129,Manufacturing and Production,Micro Manufacturing,Miniaturization
3130,Manufacturing and Production,Micro Manufacturing,Microelectronics
3131,Manufacturing and Production,Plant Operations and Management,Refinery Experience
3132,Manufacturing and Production,Plant Operations and Management,Production Process
3133,Manufacturing and Production,Plant Operations and Management,Manufacturing Operations
3134,Manufacturing and Production,Plant Operations and Management,Waste Minimization
3135,Manufacturing and Production,Product Development,New Product Development
3136,Manufacturing and Production,Product Development,Product Innovation
3137,Manufacturing and Production,Product Development,Rapid Prototyping
3138,Manufacturing and Production,Product Development,Prototyping
3139,Manufacturing and Production,Product Development,Material Selection
3140,Manufacturing and Production,Product Development,Concept Testing
3141,Manufacturing and Production,Product Development,Product Planning
3142,Manufacturing and Production,Product Development,Product Engineering
3143,Manufacturing and Production,Product Development,User Feedback
3144,Manufacturing and Production,Product Inspection,Surface Roughness
3145,Manufacturing and Production,Production and Assembly,Assembly Lines
3146,Manufacturing and Production,Production and Assembly,Printing Press
3147,Manufacturing and Production,Production and Assembly,Production Line
3148,Manufacturing and Production,Textiles Subcategory,Textiles
3149,Manufacturing and Production,Textiles Subcategory,Sewing
3150,Manufacturing and Production,Textiles Subcategory,Patchwork
3151,Manufacturing and Production,Textiles Subcategory,Textile Industry
3152,Manufacturing and Production,Transportation Equipment Manufacturing,Automotive Manufacturing
3153,Manufacturing and Production,"Welding, Brazing, and Soldering",Flux-Cored Arc Welding
3154,Manufacturing and Production,"Welding, Brazing, and Soldering",Welding
3155,Marketing and Public Relations,Advertising,Advertising Campaigns
3156,Marketing and Public Relations,Brand Management Subcategory,Personal Branding
3157,Marketing and Public Relations,Brand Management Subcategory,Brand Identity
3158,Marketing and Public Relations,Brand Management Subcategory,Brand Strategy
3159,Marketing and Public Relations,Brand Management Subcategory,Brand Communication
3160,Marketing and Public Relations,Brand Management Subcategory,Brand Marketing
3161,Marketing and Public Relations,Brand Management Subcategory,Brand Awareness
3162,Marketing and Public Relations,Brand Management Subcategory,Branding
3163,Marketing and Public Relations,Brand Management Subcategory,Brand Management
3164,Marketing and Public Relations,Brand Management Subcategory,Brand Positioning
3165,Marketing and Public Relations,Brand Management Subcategory,Digital Brand Engagement
3166,Marketing and Public Relations,Brand Management Subcategory,Customer Insights
3167,Marketing and Public Relations,Corporate Communications,Stakeholder Communications
3168,Marketing and Public Relations,Corporate Communications,Stakeholder Analysis
3169,Marketing and Public Relations,Corporate Communications,Corporate Video
3170,Marketing and Public Relations,Digital Marketing Subcategory,Viral Marketing
3171,Marketing and Public Relations,Digital Marketing Subcategory,Mailchimp
3172,Marketing and Public Relations,Digital Marketing Subcategory,Conversion Marketing
3173,Marketing and Public Relations,Digital Marketing Subcategory,Internet Marketing
3174,Marketing and Public Relations,Digital Marketing Subcategory,Search Engine Marketing
3175,Marketing and Public Relations,Digital Marketing Subcategory,Content Marketing
3176,Marketing and Public Relations,Digital Marketing Subcategory,Email Marketing
3177,Marketing and Public Relations,Digital Marketing Subcategory,Digital Marketing
3178,Marketing and Public Relations,Fundraising and Crowdsourcing,Crowdsourcing
3179,Marketing and Public Relations,Fundraising and Crowdsourcing,Fundraising
3180,Marketing and Public Relations,Industry Specific Marketing,Pharmaceutical Marketing
3181,Marketing and Public Relations,Industry Specific Marketing,Services Marketing
3182,Marketing and Public Relations,Market Analysis Subcategory,Market Research
3183,Marketing and Public Relations,Market Analysis Subcategory,Target Audience
3184,Marketing and Public Relations,Market Analysis Subcategory,Competitive Analysis
3185,Marketing and Public Relations,Market Analysis Subcategory,Market Penetration
3186,Marketing and Public Relations,Market Analysis Subcategory,Foreign Market
3187,Marketing and Public Relations,Market Analysis Subcategory,Consumer Behaviour
3188,Marketing and Public Relations,Market Analysis Subcategory,Target Market
3189,Marketing and Public Relations,Market Analysis Subcategory,Mature Market
3190,Marketing and Public Relations,Market Analysis Subcategory,Market Trend
3191,Marketing and Public Relations,Market Analysis Subcategory,Marketing Analytics
3192,Marketing and Public Relations,Market Analysis Subcategory,Trend Analysis
3193,Marketing and Public Relations,Market Analysis Subcategory,Value Propositions
3194,Marketing and Public Relations,Market Analysis Subcategory,Quantitative Marketing Research
3195,Marketing and Public Relations,Market Analysis Subcategory,Market Analysis
3196,Marketing and Public Relations,Market Analysis Subcategory,Focus Group
3197,Marketing and Public Relations,Marketing Management Subcategory,Marketing Operations
3198,Marketing and Public Relations,Marketing Management Subcategory,Market Development
3199,Marketing and Public Relations,Marketing Management Subcategory,Marketing Management
3200,Marketing and Public Relations,Marketing Management Subcategory,Market Segmentation
3201,Marketing and Public Relations,Marketing Management Subcategory,Marketing Mix
3202,Marketing and Public Relations,Marketing Management Subcategory,Marketing
3203,Marketing and Public Relations,Marketing Management Subcategory,Marketing Communications
3204,Marketing and Public Relations,Marketing Management Subcategory,Marketing Planning
3205,Marketing and Public Relations,Marketing Strategy,Goal Setting
3206,Marketing and Public Relations,Marketing Strategy,Strategic Marketing
3207,Marketing and Public Relations,Marketing Strategy,Mass Customization
3208,Marketing and Public Relations,Marketing Strategy,Content Strategy
3209,Marketing and Public Relations,Marketing Strategy,Integrated Marketing Communications
3210,Marketing and Public Relations,Marketing Strategy,Media Strategy
3211,Marketing and Public Relations,Marketing Strategy,Marketing Concepts
3212,Marketing and Public Relations,Marketing Strategy,Growth Hacking
3213,Marketing and Public Relations,Marketing Strategy,Business Marketing
3214,Marketing and Public Relations,Marketing Strategy,Influencer Marketing
3215,Marketing and Public Relations,Marketing Strategy,Word-of-Mouth Marketing
3216,Marketing and Public Relations,Marketing Strategy,Go-to-Market Strategy
3217,Marketing and Public Relations,Marketing Strategy,Relationship Marketing
3218,Marketing and Public Relations,Marketing Strategy,Marketing Strategies
3219,Marketing and Public Relations,Marketing Strategy,Global Marketing
3220,Marketing and Public Relations,Online Advertising Subcategory,Search Advertising
3221,Marketing and Public Relations,Online Advertising Subcategory,Google Ads
3222,Marketing and Public Relations,Online Advertising Subcategory,Online Advertising
3223,Marketing and Public Relations,Promotions and Campaigns,Demand Generation
3224,Marketing and Public Relations,Promotions and Campaigns,Campaign Advertising
3225,Marketing and Public Relations,Promotions and Campaigns,Testimonial
3226,Marketing and Public Relations,Promotions and Campaigns,Product Marketing
3227,Marketing and Public Relations,Promotions and Campaigns,Campaign Management
3228,Marketing and Public Relations,Promotions and Campaigns,Mass Media
3229,Marketing and Public Relations,Promotions and Campaigns,Product Promotion
3230,Marketing and Public Relations,Public Relations Subcategory,Public Opinion
3231,Marketing and Public Relations,Public Relations Subcategory,Crisis Management
3232,Marketing and Public Relations,Public Relations Subcategory,Public Affairs
3233,Marketing and Public Relations,Public Relations Subcategory,International Relations
3234,Marketing and Public Relations,Public Relations Subcategory,Newsletters
3235,Marketing and Public Relations,Public Relations Subcategory,Public Relations
3236,Marketing and Public Relations,Public Relations Subcategory,Press Releases
3237,Marketing and Public Relations,Social Media,Social Networks
3238,Marketing and Public Relations,Social Media,Social Media Subcategory
3239,Marketing and Public Relations,Social Media,TikTok
3240,Marketing and Public Relations,Social Media,Google+
3241,Marketing and Public Relations,Social Media,Social Media Advertising
3242,Marketing and Public Relations,Social Media,Social Media Analytics
3243,Marketing and Public Relations,Social Media,Podcasting
3244,Marketing and Public Relations,Social Media,Social Media Marketing
3245,Marketing and Public Relations,Social Media,Snapchat
3246,Marketing and Public Relations,Web Analytics and SEO,Search Engine Optimization
3247,Marketing and Public Relations,Web Analytics and SEO,PageRank
3248,Marketing and Public Relations,Web Analytics and SEO,Web Analytics
3249,Marketing and Public Relations,Web Analytics and SEO,A/B Testing
3250,Marketing and Public Relations,Web Analytics and SEO,Google Analytics
3251,Media and Writing,Audio Production and Technology,Internet Radio
3252,Media and Writing,Audio Production and Technology,Audio Engineering
3253,Media and Writing,Audio Production and Technology,Auctioneering
3254,Media and Writing,Audio Production and Technology,Digital Audio
3255,Media and Writing,Audio Production and Technology,Music Production
3256,Media and Writing,Audio Production and Technology,Stereophonic Sound System
3257,Media and Writing,Audio Production and Technology,Sound Effects
3258,Media and Writing,Audio Production and Technology,Sound Systems
3259,Media and Writing,Audio Production and Technology,Music Technology
3260,Media and Writing,Audio Production and Technology,Audio Editing Software
3261,Media and Writing,Audio Production and Technology,Sound Recording And Reproduction
3262,Media and Writing,Audio Production and Technology,Audio Signal Processing
3263,Media and Writing,Audio Production and Technology,Audio Mixing
3264,Media and Writing,Audio Production and Technology,Professional Audio
3265,Media and Writing,Audio Production and Technology,Audio Compression
3266,Media and Writing,Content Development and Management,Blogs
3267,Media and Writing,Content Development and Management,Digital Content
3268,Media and Writing,Content Development and Management,Digital Assets
3269,Media and Writing,Content Development and Management,Content Management
3270,Media and Writing,Content Development and Management,Content Development
3271,Media and Writing,Content Development and Management,Content Creation
3272,Media and Writing,Journalism,Journalism Subcategory
3273,Media and Writing,Journalism,Investigative Journalism
3274,Media and Writing,Journalism,News Stories
3275,Media and Writing,Literature and Literary Studies,Literary Studies
3276,Media and Writing,Literature and Literary Studies,American Literature
3277,Media and Writing,Literature and Literary Studies,Graphic Novel
3278,Media and Writing,Literature and Literary Studies,Critical Reading
3279,Media and Writing,Media Production Subcategory,Post-Production
3280,Media and Writing,Media Production Subcategory,Radio Broadcasting
3281,Media and Writing,Media Production Subcategory,Storytelling
3282,Media and Writing,Media Production Subcategory,Filmmaking
3283,Media and Writing,Media Production Subcategory,Dubbing (Filmmaking)
3284,Media and Writing,Media Production Subcategory,Studio Recording
3285,Media and Writing,Media Production Subcategory,Media Production
3286,Media and Writing,Media Production Subcategory,Digital Productions
3287,Media and Writing,Media Production Subcategory,Non-Linear Editing Systems
3288,Media and Writing,Media Production Subcategory,Webcast
3289,Media and Writing,Media Production Subcategory,Broadcasting
3290,Media and Writing,Media Production Subcategory,Video Processing
3291,Media and Writing,Media Production Subcategory,Multimedia
